datetime,G01,G02,G03,G04,G05,G06,G07,G08,G09
2016-01-14,-0.04152982456140351,-0.036382142857142856,-0.036007142857142856,-0.037951785714285716,-0.040243859649122804,-0.04110892857142857,-0.043876785714285715,-0.038021428571428574,-0.03983859649122807
2016-01-15,0.01586,0.018567676767676768,0.012091919191919192,0.01217,0.01357070707070707,0.014065656565656566,0.008991,0.013060606060606059,0.018675
2016-01-18,0.03781161290322581,0.03867677419354839,0.04011548387096774,0.04086967741935484,0.03805519480519481,0.03690645161290323,0.039391612903225806,0.03824967741935484,0.04026193548387096
2016-01-19,-0.013023923444976077,-0.010297115384615384,-0.007087980769230769,-0.008795192307692308,-0.009513942307692307,-0.009015865384615384,-0.009186538461538461,-0.012169230769230769,-0.008596172248803827
2016-01-20,-0.046881818181818184,-0.04693739130434783,-0.04286347826086956,-0.044993478260869565,-0.04039695652173913,-0.03973608695652174,-0.04056826086956522,-0.039540000000000006,-0.04091385281385281
2016-01-21,0.01597844827586207,0.02297844827586207,0.02093116883116883,0.017128879310344826,0.019478448275862068,0.020393939393939395,0.018998275862068967,0.018705172413793103,0.01689655172413793
2016-01-22,0.009266808510638299,0.010286808510638299,0.01089059829059829,0.01367063829787234,0.01365872340425532,0.01164957264957265,0.013010638297872341,0.014845106382978724,0.014112340425531916
2016-01-25,-0.053402127659574465,-0.05259063829787234,-0.04497574468085106,-0.053211063829787235,-0.05543290598290598,-0.052211489361702126,-0.05415404255319149,-0.04603234042553192,-0.06249191489361702
2016-01-26,-0.009771917808219179,-0.00529103448275862,-0.005471034482758621,-0.007102068965517242,-0.007524137931034482,-0.005408965517241379,-0.006597931034482758,-0.005292413793103448,-0.006641095890410959
2016-01-27,-0.03687702127659574,-0.04084255319148936,-0.03753829787234043,-0.04034,-0.0415982905982906,-0.04310723404255319,-0.04060127659574468,-0.03838,-0.04350340425531915
2016-01-28,0.03602432432432432,0.0372289592760181,0.03794072398190045,0.04332805429864253,0.044407239819004525,0.04159411764705882,0.042332126696832575,0.04178190045248869,0.044192342342342344
2016-01-29,-0.016926293103448276,-0.018422510822510823,-0.014624242424242425,-0.012074891774891775,-0.01076060606060606,-0.013003896103896104,-0.012008658008658009,-0.01274935064935065,-0.011828879310344827
2016-02-01,0.03507058823529412,0.03591344537815126,0.03536638655462185,0.037742016806722685,0.037539662447257385,0.03980924369747899,0.03828067226890756,0.03932352941176471,0.03797731092436975
2016-02-02,0.0007948497854077252,0.0015491379310344827,0.0036744588744588745,0.0047545064377682396,0.0064189655172413795,0.005263203463203464,0.004340517241379311,0.004853648068669528,0.0059943965517241385
2016-02-03,0.016809583333333333,0.02034100418410042,0.02041302521008403,0.022278333333333334,0.02450376569037657,0.019646218487394958,0.02175020920502092,0.021374999999999998,0.023415899581589957
2016-02-04,-0.012210212765957448,-0.014207264957264957,-0.013538034188034188,-0.012071367521367522,-0.012644444444444444,-0.010963675213675214,-0.010686752136752138,-0.00931880341880342,-0.00728936170212766
2016-02-05,0.0016355371900826446,-0.00037966804979253115,-0.0024808333333333336,-0.0019413223140495868,-0.0021896265560165974,-0.004243333333333333,-0.002287551867219917,-0.0019578512396694215,1.5767634854771722e-05
2016-02-15,0.03757731092436975,0.03853025210084034,0.04216764705882353,0.040515546218487394,0.04197731092436975,0.04712647058823529,0.046583193277310926,0.04431344537815126,0.045941176470588235
2016-02-16,0.00951834061135371,0.009458333333333332,0.011428508771929824,0.013241228070175439,0.012760526315789474,0.01213859649122807,0.015099122807017544,0.014647368421052631,0.015881222707423582
2016-02-17,-0.008871729957805906,-0.004214406779661017,-0.0027109704641350213,-0.003560593220338983,-0.003139240506329114,-0.005850847457627119,-0.0020063291139240506,-0.002051694915254237,-0.004131223628691984
2016-02-18,0.0041849999999999995,0.0017058333333333335,0.003488702928870293,0.0052987500000000005,0.006661666666666666,0.006320083682008368,0.006269583333333333,0.005258333333333334,0.0065762500000000005
2016-02-19,0.0187301652892562,0.021105809128630706,0.02166280991735537,0.021459336099585065,0.02155909090909091,0.022809958506224068,0.024165702479338844,0.02404688796680498,0.02583223140495868
2016-02-22,-0.004730801687763713,-0.00869493670886076,-0.008047881355932204,-0.007935864978902954,-0.007141949152542373,-0.007459071729957806,-0.009440254237288136,-0.006552320675105485,-0.00999367088607595
2016-02-23,-0.006789121338912134,-0.0027807531380753137,0.0003422594142259416,-0.001384100418410042,0.003923529411764706,0.004481589958158996,0.002578661087866109,0.010943096234309625,0.007093723849372385
2016-02-24,-0.03563881856540085,-0.04251434599156118,-0.038859071729957805,-0.0420042194092827,-0.03892658227848101,-0.039302109704641354,-0.04452236286919831,-0.047561181434599156,-0.041968354430379745
2016-02-25,0.009469724770642202,0.013323853211009174,0.016172222222222223,0.011249541284403669,0.013855045871559633,0.011694444444444443,0.014154128440366972,0.0157697247706422,0.014752293577981652
2016-02-26,-0.03570254237288136,-0.03742457627118644,-0.03683474576271186,-0.03984618644067797,-0.0457385593220339,-0.047254661016949154,-0.044064830508474574,-0.045602118644067796,-0.049953389830508475
2016-02-29,0.022611518324607328,0.02821,0.02814338624338624,0.02586282722513089,0.027544736842105264,0.028095238095238093,0.028557368421052633,0.029171727748691097,0.03283368421052632
2016-03-01,0.044231779661016955,0.04487542372881356,0.04985423728813559,0.05108940677966102,0.0503004255319149,0.05099576271186441,0.050529661016949154,0.05312881355932203,0.052208898305084746
