datetime,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10
2016-01-14,-0.03238771929824562,-0.0366,-0.035373214285714286,-0.040825,-0.04057368421052632,-0.040100000000000004,-0.045716071428571425,-0.043574999999999996,-0.03996491228070175,
2016-01-15,0.016695,0.015590909090909091,0.012533333333333334,0.012991999999999998,0.01058080808080808,0.013206060606060605,0.008809,0.015785858585858587,0.020823,
2016-01-18,0.036442142857142854,0.03488417266187051,0.03666187050359712,0.03741785714285714,0.038102158273381294,0.03786690647482014,0.039267142857142855,0.04432733812949641,0.04427697841726618,0.040042857142857144
2016-01-19,-0.01235531914893617,-0.013742780748663102,-0.013139037433155079,-0.010920744680851064,-0.009225133689839573,-0.007916577540106952,-0.0068106382978723404,-0.0074096256684491974,-0.009371657754010694,-0.0065611702127659575
2016-01-20,-0.04423942307692308,-0.04630676328502415,-0.04410386473429952,-0.04194589371980677,-0.04640724637681159,-0.04405507246376812,-0.041316908212560385,-0.03946086956521739,-0.03945845410628019,-0.0381
2016-01-21,0.01284976076555024,0.019847368421052634,0.022732692307692308,0.02211244019138756,0.01923509615384615,0.020494736842105264,0.018509134615384615,0.01730047846889952,0.016685576923076924,0.02076555023923445
2016-01-22,0.00635566037735849,0.010632227488151657,0.0127,0.011603317535545025,0.012905188679245283,0.012039336492890997,0.014630331753554503,0.014187677725118485,0.014639810426540284,0.014102830188679246
2016-01-25,-0.04544245283018868,-0.04782322274881517,-0.048,-0.05329245283018868,-0.05530521327014218,-0.05376777251184835,-0.057850943396226415,-0.056356398104265404,-0.04627345971563981,-0.06305849056603774
2016-01-26,-6.16438356164385e-05,-0.0028241379310344826,-0.0033448275862068963,-0.005395862068965517,-0.008684137931034484,-0.0028613793103448274,-0.010181379310344827,-0.00948344827586207,-0.016264383561643836,
2016-01-27,-0.033300425531914896,-0.03499617021276596,-0.03944978723404255,-0.0402995744680851,-0.04139786324786325,-0.04120255319148936,-0.04442723404255319,-0.04352382978723404,-0.04418978723404256,
2016-01-28,0.033790540540540544,0.03548325791855204,0.036674660633484166,0.04131131221719457,0.043004524886877823,0.04306018099547511,0.044717194570135746,0.04821447963800905,0.042590990990990986,
2016-01-29,-0.005108189655172414,-0.013244155844155845,-0.018826839826839827,-0.014307359307359309,-0.015274891774891776,-0.009813419913419915,-0.007971861471861472,-0.016196969696969696,-0.021664224137931034,
2016-02-01,0.036146638655462186,0.03409747899159664,0.03534789915966387,0.03456554621848739,0.035991561181434595,0.04120462184873949,0.04318949579831933,0.03839327731092437,0.03807983193277311,
2016-02-02,0.004366094420600859,0.0020905172413793103,1.5584415584415543e-05,0.003468240343347639,0.004637068965517242,0.006316450216450217,0.006972413793103448,0.003675107296137339,0.006086206896551724,
2016-02-03,0.014567083333333335,0.01829874476987448,0.018728151260504203,0.021435416666666665,0.022968619246861922,0.023133193277310924,0.02358033472803347,0.024224583333333334,0.023605439330543935,
2016-02-04,-0.015997021276595746,-0.013713247863247863,-0.015514529914529914,-0.013461111111111111,-0.011809401709401708,-0.010467521367521366,-0.008960683760683761,-0.006444017094017094,-0.006549361702127659,
2016-02-05,0.004602479338842975,0.0040041493775933605,0.002365833333333333,-0.0002867768595041323,0.0003497925311203319,-0.004529583333333333,-0.0062439834024896265,-0.00585495867768595,-0.008219917012448133,
2016-02-15,0.036227731092436974,0.033372689075630256,0.04173235294117647,0.04374957983193277,0.04412941176470588,0.0472563025210084,0.046023949579831934,0.04816470588235294,0.04407563025210084,
2016-02-16,0.0077257641921397386,0.007309649122807018,0.009788157894736842,0.01362982456140351,0.015893421052631578,0.01482719298245614,0.01748201754385965,0.014076754385964911,0.013458951965065502,
2016-02-17,-0.010953586497890296,-0.00796906779661017,-0.00849493670886076,-0.005157203389830509,-0.004994936708860759,-7.372881355932205e-05,0.00042405063291139244,-0.0019644067796610173,0.002648945147679325,
2016-02-18,0.00347962962962963,0.006117592592592592,0.003615740740740741,0.00491906976744186,0.0039199074074074075,0.004841666666666667,0.007468372093023257,0.004231944444444444,0.00794212962962963,0.004325
