datetime,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10
2016-01-04,1.0004192200557103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-01-05,1.0279267093559312,1.0236139906103285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-01-06,0.9881662697300493,0.9805682978572805,0.9512579847908745,0.9435365019011407,1.0,1.0,1.0,1.0,1.0,1.0
2016-01-07,1.0106227576708262,1.0020885034342548,0.9626073859961558,0.9601914937205323,1.0174855555555555,1.0212381215469613,1.0,1.0,1.0,1.0
2016-01-08,0.9716117702831758,0.9711173821809307,0.9436019911554598,0.9539525029819913,0.987707144962963,0.98588074817913,0.9696530516431925,0.9561338028169014,0.9548366197183099,0.9475985915492958
2016-01-11,0.9651242560959089,0.9748664298361761,0.9554948390036192,0.9638254737949636,0.9992370401120535,1.00559474523171,0.9835039672524443,0.9659354900762374,0.9642343144488952,0.9561982661067323
2016-01-12,0.9391939745423179,0.9431855919770477,0.929467614586703,0.9236472615085423,0.9559686487937157,0.9618044460593532,0.9456362545018901,0.9313094625726902,0.9313125999984257,0.9282440374633558
2016-01-13,0.9688153358089698,0.9811089430979412,0.9669175261456352,0.9610805328296897,0.9877959393101005,1.0066036244534136,0.9843609772171934,0.9715703755568652,0.9643206580716067,0.9521066356322326
2016-01-14,0.9327895719562205,0.9376216379305312,0.9248602797963139,0.9168393996196353,0.9405423095820703,0.9613899474356068,0.9427882874533173,0.9302510070020806,0.9260462684263352,0.9142550075830083
2016-01-15,0.9498686481188768,0.9629022613432332,0.9476602265735703,0.9467712347784213,0.964603288951577,0.9908489828295514,0.968884754545237,0.9464179942946044,0.9381208828263163,0.9221015906526977
2016-01-18,0.9811047472627377,0.9983303152457483,0.9871515309406752,0.9861909842129971,1.0072103571236086,1.0328429221733326,1.0080367536265706,0.98915761176499,0.9758583296478599,0.9561327148457723
2016-01-19,0.9660454868600845,0.9856852733146905,0.9738785734989415,0.9779548806505555,0.9974226705722651,1.0249274107497814,0.9992975549901301,0.9841746125388653,0.9696569823101691,0.9470032334211288
2016-01-20,0.9304429611776747,0.9456212362973198,0.9297408776547814,0.9351585881463435,0.9526866697426026,0.9809768308361525,0.953781843327199,0.9417891915880287,0.9274084048754218,0.9114599102365246
2016-01-21,0.9433060105428299,0.9657779925192537,0.9496073548101647,0.9567611885225186,0.9737152246640799,1.003835882996576,0.9732630603233821,0.9590151320259438,0.941447807998947,0.9214800341613388
2016-01-22,0.9518169673874937,0.9764607432816682,0.9599121262346209,0.9679851383552136,0.9910065224440017,1.0166123545414987,0.9847154199671505,0.9735740423919947,0.9522241315486639,0.9307565483034052
2016-01-25,0.905316541589974,0.9363083158657989,0.9054246697654661,0.9208576444003335,0.9297031342452052,0.9617769430529453,0.926580907316463,0.9227597875812592,0.9024100249780137,0.8828041425028411
2016-01-26,0.9047924109606325,0.9380809177456084,0.90205333472615,0.9134335784520695,0.9280072998063489,0.9521577163846233,0.9195746921377316,0.9113532182979536,0.8913206363301588,0.8704979855088542
2016-01-27,0.8806466012638715,0.904398140681364,0.8645325311581384,0.8729637975455438,0.8908313273761066,0.9131639792823212,0.874139148162945,0.8716339017332219,0.8582920246574036,0.8343989176597939
2016-01-28,0.9069705597686457,0.9421079613729623,0.9009982565305478,0.9120846761638669,0.928188471391306,0.9492592719010223,0.9121996859645428,0.911281162208,0.8937135665561979,0.8664043121836138
2016-01-29,0.8909503938671548,0.9297454607232291,0.8939271202134934,0.9026661111966124,0.9180672951300223,0.9378377126992999,0.9012709313306686,0.8947482867076019,0.878608964155392,0.8499475114031797
2016-02-01,0.9201277931877805,0.9610578377786597,0.9273222691447718,0.9390194289181819,0.9546076368715575,0.9712647439444597,0.9379431055946191,0.9291259113618872,0.9133365880110863,0.8809440834451868
2016-02-02,0.9159833302545206,0.9638313056331549,0.930981692778576,0.9441012071766621,0.9612579199795557,0.9766323560859944,0.9423319714472128,0.9346875188218788,0.9183754487343776,0.8835158584133199
2016-02-03,0.9274247567381336,0.9808867186866717,0.9481702625733672,0.9658500226570561,0.984429086235063,0.9990815217505464,0.9645563090527115,0.9581046421530204,0.9402513204324872,0.9026022215464405
2016-02-04,0.9119184760518824,0.9674121903351356,0.9374915506349294,0.9555952347404414,0.9742432493188495,0.9885372247510382,0.9518409209767064,0.9512562181263632,0.9296776866867973,0.8935990822041985
2016-02-05,0.912521171262873,0.9682612160108545,0.9344389240378619,0.9539964671878893,0.9759455179781139,0.986451817454988,0.9461842042705366,0.9525254284776715,0.9278764892326365,0.8900319971405998
2016-02-15,0.942325290162991,1.0088461538413984,0.9710529970305658,0.9952886142760051,1.0220281362058141,1.030398702613264,0.9895816436765932,0.9964043682965257,0.9694591022686178,0.9269789889997806
2016-02-16,0.9515655144986469,1.0182167263051223,0.9784848204246666,1.0040630210015717,1.0298550045623636,1.0467924953049863,1.0036561717787587,1.015198566652957,0.9852786141316271,0.9435228899755738
2016-02-17,0.9521342408642892,1.0153145718405652,0.9706155269223582,0.9966689141124936,1.0174828534401117,1.0431360247748744,1.0024284435314201,1.0115485736668048,0.9801959512900764,0.94473191581831
2016-02-18,0.9554409419365751,1.0183965428473456,0.9782201660048507,1.004863186046448,1.0285860183944633,1.0493544614645003,1.0046287046726827,1.013667257514219,0.9830073520277858,0.9482659932373458
2016-02-19,0.9750661331752897,1.0380213697428908,0.9990768026309989,1.0291593095918112,1.0504685988433293,1.0725082999516635,1.0308903412412223,1.0388478630590996,1.0045679799489287,0.9690390804636297
2016-02-22,0.9671245596599257,1.0314498213703316,0.9929913044430105,1.0203075821718244,1.0398387401947535,1.0670730884970019,1.023243052844731,1.0299229948523978,0.9973909519837701,0.9576008135873479
2016-02-23,0.9656101406489928,1.019060962960317,0.9977114451367108,1.0254473816170149,1.0403035529035043,1.0794289056342234,1.0276027314629395,1.0371419481941972,0.9993289380140831,0.9552955109835781
2016-02-24,0.9276360622247353,0.9762134783135031,0.9567022563787474,0.9778155892170398,0.9994472034151015,1.0350678920323497,0.9877202745679657,0.9951560301732771,0.9592172688546694,0.9130767812800258
2016-02-25,0.9412479501802289,1.0009475402181198,0.9725187673182939,0.9930136372322989,1.0104370844821489,1.0456593826663296,1.0027174966960997,1.0022347056929541,0.965531463345875,0.9207945858312896
2016-02-26,0.9131536689211982,0.9629358557795935,0.9286736221449907,0.9535724348316115,0.9651962914293558,0.9934541050478934,0.9612869902590129,0.9638163330866903,0.92092751920271,0.873700867946362
