datetime,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10
2016-01-04,0.0004192200557103063,,,,,,,,,
2016-01-05,0.027495962441314553,0.02361399061032864,,,,,,,,
2016-01-06,-0.03868022813688213,-0.04205266159695817,-0.04874201520912548,-0.05646349809885932,,,,,,
2016-01-07,0.022725414364640883,0.021946666666666666,0.011930939226519336,0.017651666666666666,0.017485555555555556,0.021238121546961326,,,,
2016-01-08,-0.03860093896713615,-0.030906572769953053,-0.019743661971830986,-0.006497652582159625,-0.029266666666666663,-0.03462206572769953,-0.03034694835680751,-0.043866197183098594,-0.04516338028169014,-0.05240140845070423
2016-01-11,-0.006677064220183488,0.0038605504587155962,0.01260366972477064,0.01034954128440367,0.011673394495412845,0.01999633027522936,0.01428440366972477,0.01025137614678899,0.009842201834862386,0.009075229357798165
2016-01-12,-0.026867298578199056,-0.03249761904761905,-0.02723952380952381,-0.041686190476190474,-0.04330142857142857,-0.043546666666666664,-0.03850285714285714,-0.035847142857142855,-0.03414285714285714,-0.029234761904761902
2016-01-13,0.03153913043478261,0.04020772946859904,0.04029178743961353,0.04052766990291263,0.033293236714975846,0.046578260869565215,0.04095097087378641,0.0432304347826087,0.03544251207729469,0.025707246376811592
2016-01-14,-0.03718537735849057,-0.04432464454976303,-0.043496208530805686,-0.046032701421800944,-0.04783744075829384,-0.04491706161137441,-0.04223317535545024,-0.042528436018957345,-0.03969052132701422,-0.03975566037735849
2016-01-15,0.01830967741935484,0.0269625,0.024652314814814818,0.03264675925925926,0.025582027649769586,0.030642129629629627,0.027680092592592593,0.017379166666666664,0.013038888888888888,0.008582488479262674
2016-01-18,0.0328846511627907,0.03679299065420561,0.041672429906542054,0.041635981308411216,0.044170560747663554,0.04238177570093458,0.04040934579439252,0.04515934579439252,0.040226635514018685,0.036906046511627905
2016-01-19,-0.015349289099526067,-0.012666190476190477,-0.013445714285714285,-0.008351428571428572,-0.009717619047619048,-0.007663809523809523,-0.00866952380952381,-0.005037619047619048,-0.006354761904761905,-0.009548341232227487
